13; 2; 1999
28; 14; 3998
40; 104; 5997
59; 327; 7996
72; 788; 9995
84; 1670; 11994
104; 2876; 13993
120; 4414; 15992
135; 6177; 17991
154; 8045; 19990
168; 9997; 21989
190; 11979; 23988
204; 13968; 25987
227; 15966; 27986
245; 17964; 29985
263; 19963; 31984
273; 21962; 33983
282; 23961; 35982
291; 25960; 37981
299; 27959; 39980
304; 29957; 41979
310; 31956; 43978
315; 33955; 45977
328; 35954; 47976
337; 37953; 49975
346; 39952; 51974
