1; 0; 666
4; 3; 1332
6; 4; 1998
6; 13; 2664
8; 42; 3330
9; 112; 3996
10; 236; 4662
14; 462; 5328
16; 788; 5994
18; 1196; 6660
21; 1673; 7326
26; 2220; 7992
26; 2797; 8658
28; 3401; 9324
28; 4035; 9990
29; 4674; 10656
30; 5327; 11322
31; 5983; 11988
31; 6644; 12654
34; 7307; 13320
36; 7969; 13986
36; 8634; 14652
39; 9300; 15318
39; 9966; 15984
41; 10632; 16650
42; 11298; 17316
43; 11964; 17982
43; 12630; 18648
